date,time,Timezone,format,text,favorite,date_utc,time_utc,notes,details
08-14-2021,00:30:26,South Africa Standard Time,QR_CODE,Send me crypto @huwan on my Coinbase Wallet. Get your own crypto wallet at wallet.coinbase.com,0,08-14-2021,00:30:26,,
